State,Year,Week,ILITotal,TotalPatients
Ohio,2015,2,391,16307
Oklahoma,2015,2,356,3226
Oregon,2015,2,98,4404
Pennsylvania,2015,2,577,15210
Rhode Island,2015,2,133,5313
South Carolina,2015,2,121,6426
South Dakota,2015,2,215,6693
Tennessee,2015,2,344,10723
Texas,2015,2,2675,27443
Utah,2015,2,722,18638
Vermont,2015,2,145,3650
Virginia,2015,2,4083,81786
Washington,2015,2,202,4838
West Virginia,2015,2,899,17213
Wisconsin,2015,2,201,6124
Wyoming,2015,2,189,6251
Puerto Rico,2015,2,424,4929
Virgin Islands,2015,2,13,365
New York City,2015,2,3364,104038
Alabama,2015,3,1033,10693
Alaska,2015,3,30,1433
Arizona,2015,3,763,19704
Arkansas,2015,3,365,4606
California,2015,3,2140,43852
Colorado,2015,3,102,3793
Connecticut,2015,3,157,3120
Delaware,2015,3,108,3043
District of Columbia,2015,3,86,1294
Georgia,2015,3,588,24837
Hawaii,2015,3,415,2629
Idaho,2015,3,218,3553
Illinois,2015,3,1158,52324
Indiana,2015,3,176,8837
Iowa,2015,3,61,2360
Kansas,2015,3,485,7208
Kentucky,2015,3,239,21835
Louisiana,2015,3,2471,45696
Maine,2015,3,188,6100
Maryland,2015,3,291,11569
Massachusetts,2015,3,961,27023
Michigan,2015,3,278,14661
Minnesota,2015,3,158,4357
Mississippi,2015,3,1238,19554
Missouri,2015,3,189,5748
Montana,2015,3,57,3097
Nebraska,2015,3,164,2823
Nevada,2015,3,520,13022
New Hampshire,2015,3,99,5101
New Jersey,2015,3,378,7599
New Mexico,2015,3,507,11984
New York,2015,3,635,11363
North Carolina,2015,3,703,15135
North Dakota,2015,3,109,1837
Ohio,2015,3,271,14559
Oklahoma,2015,3,279,2462
Oregon,2015,3,87,4027
Pennsylvania,2015,3,893,16775
Rhode Island,2015,3,259,5729
South Carolina,2015,3,117,5724
South Dakota,2015,3,202,6032
Tennessee,2015,3,385,10221
Texas,2015,3,2984,41572
Utah,2015,3,690,18257
Vermont,2015,3,259,3817
Virginia,2015,3,3524,81135
Washington,2015,3,156,4328
West Virginia,2015,3,1077,17269
Wisconsin,2015,3,189,6793
Wyoming,2015,3,216,6240
Puerto Rico,2015,3,333,4647
Virgin Islands,2015,3,8,361
New York City,2015,3,3861,109115
Alabama,2015,4,933,10930
Alaska,2015,4,13,1372
Arizona,2015,4,858,24149
Arkansas,2015,4,366,5013
California,2015,4,2452,48936
Colorado,2015,4,118,4192
Connecticut,2015,4,241,4790
Delaware,2015,4,89,3203
District of Columbia,2015,4,135,1601
Georgia,2015,4,551,24820
Hawaii,2015,4,418,2682
Idaho,2015,4,225,3893
Illinois,2015,4,1153,50374
Indiana,2015,4,150,8442
Iowa,2015,4,60,2584
Kansas,2015,4,555,7819
Kentucky,2015,4,146,9600
Louisiana,2015,4,2066,45905
Maine,2015,4,156,4674
Maryland,2015,4,255,11326
Massachusetts,2015,4,639,21449
Michigan,2015,4,218,17359
Minnesota,2015,4,139,5067
Mississippi,2015,4,1126,20133
Missouri,2015,4,247,6654
Montana,2015,4,71,3469
Nebraska,2015,4,106,2608
Nevada,2015,4,438,14146
New Hampshire,2015,4,78,4616
New Jersey,2015,4,320,6658
New Mexico,2015,4,498,12745
New York,2015,4,744,11759
North Carolina,2015,4,603,17332
North Dakota,2015,4,86,1755
Ohio,2015,4,228,14896
Oklahoma,2015,4,236,2229
Oregon,2015,4,44,3528
Pennsylvania,2015,4,774,15915
Rhode Island,2015,4,231,5618
South Carolina,2015,4,131,7053
South Dakota,2015,4,151,6462
Tennessee,2015,4,446,11090
Texas,2015,4,2652,42724
Utah,2015,4,623,18581
Vermont,2015,4,212,3770
Virginia,2015,4,3264,80541
Washington,2015,4,144,4623
West Virginia,2015,4,1096,16755
Wisconsin,2015,4,151,6310
Wyoming,2015,4,236,6839
Puerto Rico,2015,4,369,4784
Virgin Islands,2015,4,6,347
New York City,2015,4,2982,93795
Alabama,2015,5,797,9622
Alaska,2015,5,15,1512
Arizona,2015,5,703,23584
Arkansas,2015,5,305,4631
California,2015,5,2192,48657
Colorado,2015,5,81,2976
Connecticut,2015,5,263,4269
Delaware,2015,5,66,3384
District of Columbia,2015,5,140,1366
Georgia,2015,5,530,26017
Hawaii,2015,5,392,2835
Idaho,2015,5,183,3799
Illinois,2015,5,1030,43837
Indiana,2015,5,184,8688
Iowa,2015,5,39,2428
Kansas,2015,5,449,7455
Kentucky,2015,5,153,22273
Louisiana,2015,5,1934,43908
Maine,2015,5,131,5105
Maryland,2015,5,229,12921
Massachusetts,2015,5,532,21660
Michigan,2015,5,196,15972
Minnesota,2015,5,148,5329
Mississippi,2015,5,1264,20513
Missouri,2015,5,240,8327
Montana,2015,5,45,3506
Nebraska,2015,5,72,2567
Nevada,2015,5,333,14225
New Hampshire,2015,5,90,4779
New Jersey,2015,5,281,7957
New Mexico,2015,5,449,12684
New York,2015,5,700,10456
North Carolina,2015,5,592,18075
North Dakota,2015,5,87,2327
Ohio,2015,5,182,15050
Oklahoma,2015,5,297,3081
Oregon,2015,5,44,4217
Pennsylvania,2015,5,666,15830
Rhode Island,2015,5,215,6063
South Carolina,2015,5,123,6306
South Dakota,2015,5,141,6534
Tennessee,2015,5,390,10630
Texas,2015,5,2351,41592
Utah,2015,5,623,19202
Vermont,2015,5,232,3832
Virginia,2015,5,2949,95499
Washington,2015,5,111,4798
West Virginia,2015,5,862,16713
Wisconsin,2015,5,170,7037
Wyoming,2015,5,233,6861
Puerto Rico,2015,5,467,4839
Virgin Islands,2015,5,4,397
New York City,2015,5,2903,96824
Alabama,2015,6,791,9401
Alaska,2015,6,18,1400
Arizona,2015,6,528,21475
Arkansas,2015,6,285,4896
California,2015,6,1774,44246
Colorado,2015,6,67,3632
Connecticut,2015,6,272,4341
Delaware,2015,6,40,3230
District of Columbia,2015,6,113,1679
Georgia,2015,6,500,25002
Hawaii,2015,6,367,3151
Idaho,2015,6,145,3698
Illinois,2015,6,1288,54276
Indiana,2015,6,180,9335
Iowa,2015,6,34,1767
Kansas,2015,6,345,7570
Kentucky,2015,6,111,22125
Louisiana,2015,6,1657,43501
Maine,2015,6,114,5733
Maryland,2015,6,183,12942
Massachusetts,2015,6,454,20936
Michigan,2015,6,202,17839
Minnesota,2015,6,107,4792
Mississippi,2015,6,1224,20987
Missouri,2015,6,211,8575
Montana,2015,6,21,3460
Nebraska,2015,6,47,2755
Nevada,2015,6,321,13469
New Hampshire,2015,6,66,4791
New Jersey,2015,6,312,8008
New Mexico,2015,6,439,13133
New York,2015,6,666,11669
North Carolina,2015,6,478,15400
North Dakota,2015,6,44,2346
Ohio,2015,6,220,15886
Oklahoma,2015,6,304,2650
Oregon,2015,6,40,3513
Pennsylvania,2015,6,477,16822
Rhode Island,2015,6,155,6065
South Carolina,2015,6,98,6426
South Dakota,2015,6,148,6271
Tennessee,2015,6,237,10351
Texas,2015,6,2104,41585
Utah,2015,6,555,19316
Vermont,2015,6,210,3760
Virginia,2015,6,2662,100523
Washington,2015,6,83,4745
West Virginia,2015,6,771,16390
Wisconsin,2015,6,194,7358
Wyoming,2015,6,161,6328
Puerto Rico,2015,6,469,4763
Virgin Islands,2015,6,7,374
New York City,2015,6,2587,97436
Alabama,2015,7,556,9214
Alaska,2015,7,2,1091
Arizona,2015,7,563,21884
Arkansas,2015,7,154,2829
California,2015,7,1396,40507
Colorado,2015,7,70,3869
Connecticut,2015,7,241,3742
Delaware,2015,7,23,2568
District of Columbia,2015,7,64,952
Georgia,2015,7,675,24261
Hawaii,2015,7,280,2632
Idaho,2015,7,117,3426
Illinois,2015,7,1232,51881
Indiana,2015,7,128,8414
Iowa,2015,7,31,2337
Kansas,2015,7,291,6983
Kentucky,2015,7,67,13721
Louisiana,2015,7,1803,47084
Maine,2015,7,95,4396
Maryland,2015,7,145,6139
Massachusetts,2015,7,313,20095
Michigan,2015,7,218,16714
Minnesota,2015,7,127,5489
Mississippi,2015,7,1294,20087
Missouri,2015,7,174,7450
Montana,2015,7,12,3186
Nebraska,2015,7,45,2917
Nevada,2015,7,220,13006
New Hampshire,2015,7,62,4764
New Jersey,2015,7,239,7866
New Mexico,2015,7,328,13325
New York,2015,7,403,10013
North Carolina,2015,7,407,12364
North Dakota,2015,7,61,2255
Ohio,2015,7,192,14220
Oklahoma,2015,7,198,2202
Oregon,2015,7,33,3851
Pennsylvania,2015,7,366,14155
Rhode Island,2015,7,95,5413
South Carolina,2015,7,90,5666
South Dakota,2015,7,121,6444
Tennessee,2015,7,87,5786
Texas,2015,7,1953,41245
Utah,2015,7,523,18923
Vermont,2015,7,167,3605
Virginia,2015,7,2048,84181
Washington,2015,7,39,4097
West Virginia,2015,7,386,11233
Wisconsin,2015,7,170,7227
Wyoming,2015,7,120,6672
Puerto Rico,2015,7,426,5407
Virgin Islands,2015,7,5,359
New York City,2015,7,1899,88636
Alabama,2015,8,451,8165
Alaska,2015,8,6,1147
Arizona,2015,8,532,23083
Arkansas,2015,8,108,3106
California,2015,8,1488,46894
Colorado,2015,8,55,4427
Connecticut,2015,8,265,6698
Delaware,2015,8,28,3228
District of Columbia,2015,8,98,1683
Georgia,2015,8,665,25209
Hawaii,2015,8,210,2608
Idaho,2015,8,114,3802
Illinois,2015,8,1285,53167
Indiana,2015,8,117,9332
Iowa,2015,8,35,2252
Kansas,2015,8,285,7321
Kentucky,2015,8,79,21390
Louisiana,2015,8,1519,44238
Maine,2015,8,100,5766
Maryland,2015,8,167,12313
Massachusetts,2015,8,293,25759
Michigan,2015,8,139,17311
Minnesota,2015,8,118,5766
Mississippi,2015,8,1293,20430
Missouri,2015,8,209,8677
Montana,2015,8,21,3511
Nebraska,2015,8,42,2832
Nevada,2015,8,150,12872
New Hampshire,2015,8,37,4749
New Jersey,2015,8,187,4658
New Mexico,2015,8,348,12630
New York,2015,8,305,11186
North Carolina,2015,8,363,11937
North Dakota,2015,8,37,2329
Ohio,2015,8,163,15989
Oklahoma,2015,8,202,2381
Oregon,2015,8,11,2860
Pennsylvania,2015,8,331,16768
Rhode Island,2015,8,70,6748
South Carolina,2015,8,89,5703
South Dakota,2015,8,127,6581
Tennessee,2015,8,89,7418
Texas,2015,8,1580,39493
Utah,2015,8,439,20681
Vermont,2015,8,125,3627
Virginia,2015,8,1618,94648
Washington,2015,8,54,5017
West Virginia,2015,8,276,14171
Wisconsin,2015,8,183,7235
Wyoming,2015,8,132,6455
Puerto Rico,2015,8,353,4671
Virgin Islands,2015,8,0,0
New York City,2015,8,1849,99770
Alabama,2015,9,496,8449
Alaska,2015,9,6,1112
Arizona,2015,9,457,24811
Arkansas,2015,9,127,2813
California,2015,9,1369,44549
Colorado,2015,9,37,3142
Connecticut,2015,9,143,5266
Delaware,2015,9,21,2656
District of Columbia,2015,9,78,1408
Georgia,2015,9,592,24850
Hawaii,2015,9,212,2426
Idaho,2015,9,103,3711
Illinois,2015,9,1359,52133
Indiana,2015,9,118,8429
Iowa,2015,9,21,2299
Kansas,2015,9,312,7254
Kentucky,2015,9,48,19643
Louisiana,2015,9,1479,46078
Maine,2015,9,99,5094
Maryland,2015,9,103,10046
Massachusetts,2015,9,367,25209
Michigan,2015,9,144,14885
Minnesota,2015,9,127,5363
Mississippi,2015,9,1247,19421
Missouri,2015,9,196,8906
Montana,2015,9,14,3500
Nebraska,2015,9,48,2742
Nevada,2015,9,149,12820
New Hampshire,2015,9,34,4443
New Jersey,2015,9,188,7404
New Mexico,2015,9,285,11932
New York,2015,9,278,11036
North Carolina,2015,9,345,16547
North Dakota,2015,9,27,2227
Ohio,2015,9,139,13706
Oklahoma,2015,9,128,2197
Oregon,2015,9,18,3061
Pennsylvania,2015,9,333,12246
Rhode Island,2015,9,48,6147
South Carolina,2015,9,75,5809
South Dakota,2015,9,112,6642
Tennessee,2015,9,170,8727
Texas,2015,9,1751,40851
Utah,2015,9,477,19736
Vermont,2015,9,106,3439
Virginia,2015,9,1682,95805
Washington,2015,9,52,4854
West Virginia,2015,9,216,11529
Wisconsin,2015,9,197,7439
Wyoming,2015,9,129,6206
Puerto Rico,2015,9,346,4968
Virgin Islands,2015,9,4,350
New York City,2015,9,1545,94920
Alabama,2015,10,418,8866
Alaska,2015,10,6,1107
Arizona,2015,10,365,23695
Arkansas,2015,10,135,3898
California,2015,10,1472,46341
Colorado,2015,10,43,3393
Connecticut,2015,10,144,5270
Delaware,2015,10,13,3106
District of Columbia,2015,10,92,1263
Georgia,2015,10,422,21374
Hawaii,2015,10,212,2598
Idaho,2015,10,114,3749
Illinois,2015,10,1484,56538
Indiana,2015,10,155,7498
Iowa,2015,10,23,2237
Kansas,2015,10,300,7273
Kentucky,2015,10,79,21170
Louisiana,2015,10,1695,49032
Maine,2015,10,87,5101
Maryland,2015,10,141,12104
Massachusetts,2015,10,365,24329
Michigan,2015,10,159,17828
Minnesota,2015,10,131,5040
Mississippi,2015,10,991,17936
Missouri,2015,10,108,4424
Montana,2015,10,22,3068
Nebraska,2015,10,60,2723
Nevada,2015,10,199,13305
New Hampshire,2015,10,29,4718
New Jersey,2015,10,191,8516
New Mexico,2015,10,323,12603
New York,2015,10,191,10563
North Carolina,2015,10,229,12460
North Dakota,2015,10,35,2122
Ohio,2015,10,126,13673
Oklahoma,2015,10,184,2593
Oregon,2015,10,22,3889
Pennsylvania,2015,10,221,11710
Rhode Island,2015,10,56,6402
South Carolina,2015,10,42,4799
South Dakota,2015,10,98,6456
Tennessee,2015,10,67,8703
Texas,2015,10,1577,37769
Utah,2015,10,386,19607
Vermont,2015,10,86,3895
Virginia,2015,10,1648,101111
Washington,2015,10,53,4762
West Virginia,2015,10,169,15052
Wisconsin,2015,10,196,7557
Wyoming,2015,10,88,5817
Puerto Rico,2015,10,290,4298
Virgin Islands,2015,10,5,360
New York City,2015,10,1788,103376
Alabama,2015,11,334,8557
Alaska,2015,11,0,1271
Arizona,2015,11,402,24245
Arkansas,2015,11,113,3664
California,2015,11,1278,43281
Colorado,2015,11,51,3463
Connecticut,2015,11,78,3710
Delaware,2015,11,8,3303
District of Columbia,2015,11,82,1537
Georgia,2015,11,398,25278
Hawaii,2015,11,115,2346
Idaho,2015,11,101,3654
Illinois,2015,11,1562,55721
Indiana,2015,11,142,8465
Iowa,2015,11,20,1251
Kansas,2015,11,177,6239
Kentucky,2015,11,106,22352
Louisiana,2015,11,1564,50370
Maine,2015,11,81,5354
Maryland,2015,11,134,11197
Massachusetts,2015,11,408,27094
Michigan,2015,11,172,15787
Minnesota,2015,11,153,5551
Mississippi,2015,11,821,19469
Missouri,2015,11,89,4415
Montana,2015,11,24,3018
Nebraska,2015,11,65,2824
Nevada,2015,11,144,13470
New Hampshire,2015,11,12,4652
New Jersey,2015,11,211,7308
New Mexico,2015,11,316,12823
New York,2015,11,226,9900
North Carolina,2015,11,272,16536
North Dakota,2015,11,16,2085
Ohio,2015,11,118,13319
Oklahoma,2015,11,136,2372
Oregon,2015,11,32,3228
Pennsylvania,2015,11,256,14607
Rhode Island,2015,11,34,5471
South Carolina,2015,11,12,3790
South Dakota,2015,11,83,7325
Tennessee,2015,11,79,8566
Texas,2015,11,1374,38159
Utah,2015,11,411,19427
Vermont,2015,11,82,3514
Virginia,2015,11,1669,102875
Washington,2015,11,37,3436
West Virginia,2015,11,191,13501
Wisconsin,2015,11,195,7303
Wyoming,2015,11,89,5284
Puerto Rico,2015,11,342,5067
Virgin Islands,2015,11,3,347
New York City,2015,11,1697,96919
Alabama,2015,12,196,7023
Alaska,2015,12,2,1053
Arizona,2015,12,336,26532
Arkansas,2015,12,63,2587
California,2015,12,1097,41299
Colorado,2015,12,27,3395
Connecticut,2015,12,107,5114
Delaware,2015,12,12,3118
District of Columbia,2015,12,88,1588
Georgia,2015,12,432,27803
Hawaii,2015,12,157,2419
Idaho,2015,12,78,3428
Illinois,2015,12,1549,53030
Indiana,2015,12,107,8356
Iowa,2015,12,17,2371
Kansas,2015,12,162,6832
Kentucky,2015,12,58,20803
Louisiana,2015,12,1364,48704
Maine,2015,12,79,5405
Maryland,2015,12,135,11846
Massachusetts,2015,12,439,28046
Michigan,2015,12,148,15256
Minnesota,2015,12,166,4021
Mississippi,2015,12,754,18941
Missouri,2015,12,72,3485
Montana,2015,12,23,3129
Nebraska,2015,12,67,2797
Nevada,2015,12,108,13728
New Hampshire,2015,12,18,4655
New Jersey,2015,12,198,8111
New Mexico,2015,12,252,12767
New York,2015,12,237,11023
North Carolina,2015,12,213,15104
North Dakota,2015,12,23,2095
Ohio,2015,12,161,13515
Oklahoma,2015,12,115,2704
Oregon,2015,12,14,2407
Pennsylvania,2015,12,261,13589
Rhode Island,2015,12,26,6438
South Carolina,2015,12,39,5467
South Dakota,2015,12,101,6988
Tennessee,2015,12,55,8761
Texas,2015,12,1362,40556
Utah,2015,12,364,18995
Vermont,2015,12,59,2745
Virginia,2015,12,1938,103043
Washington,2015,12,35,4340
West Virginia,2015,12,251,15493
Wisconsin,2015,12,145,6413
Wyoming,2015,12,66,6213
Puerto Rico,2015,12,306,4879
Virgin Islands,2015,12,3,369
New York City,2015,12,1887,99283
Alabama,2015,13,138,6975
Alaska,2015,13,5,1112
Arizona,2015,13,333,24387
Arkansas,2015,13,57,3285
California,2015,13,1050,39548
Colorado,2015,13,30,2931
Connecticut,2015,13,97,4453
Delaware,2015,13,7,2917
District of Columbia,2015,13,100,1519
Georgia,2015,13,367,25768
Hawaii,2015,13,166,2694
Idaho,2015,13,68,3282
Illinois,2015,13,1547,53799
Indiana,2015,13,115,8167
Iowa,2015,13,16,1441
Kansas,2015,13,136,6617
Kentucky,2015,13,88,21784
Louisiana,2015,13,1108,41342
Maine,2015,13,78,5327
Maryland,2015,13,140,11014
Massachusetts,2015,13,436,28529
Michigan,2015,13,96,14505
Minnesota,2015,13,147,5361
Mississippi,2015,13,600,18473
Missouri,2015,13,142,7353
Montana,2015,13,4,2249
Nebraska,2015,13,53,2536
Nevada,2015,13,122,12540
New Hampshire,2015,13,19,4451
New Jersey,2015,13,129,6878
New Mexico,2015,13,213,11267
New York,2015,13,244,9013
North Carolina,2015,13,183,13716
North Dakota,2015,13,11,1978
Ohio,2015,13,140,11971
Oklahoma,2015,13,83,2558
Oregon,2015,13,26,2897
Pennsylvania,2015,13,225,13162
Rhode Island,2015,13,35,6742
South Carolina,2015,13,32,5384
South Dakota,2015,13,102,7239
Tennessee,2015,13,44,7983
Texas,2015,13,1182,37085
Utah,2015,13,377,18010
Vermont,2015,13,91,2815
Virginia,2015,13,1947,103481
Washington,2015,13,39,4722
West Virginia,2015,13,207,13603
Wisconsin,2015,13,138,6232
Wyoming,2015,13,63,5045
Puerto Rico,2015,13,204,4116
Virgin Islands,2015,13,5,338
New York City,2015,13,1810,97863
Alabama,2015,14,145,8122
Alaska,2015,14,0,1176
Arizona,2015,14,280,23526
Arkansas,2015,14,49,3566
California,2015,14,950,39608
Colorado,2015,14,18,3055
Connecticut,2015,14,74,4274
Delaware,2015,14,6,3051
District of Columbia,2015,14,107,2404
Georgia,2015,14,297,24894
Hawaii,2015,14,177,2667
Idaho,2015,14,58,2745
Illinois,2015,14,1358,55380
Indiana,2015,14,102,7654
Iowa,2015,14,10,2032
Kansas,2015,14,119,6769
Kentucky,2015,14,102,21847
Louisiana,2015,14,1075,46006
Maine,2015,14,88,6017
Maryland,2015,14,159,10703
Massachusetts,2015,14,387,28192
Michigan,2015,14,173,14746
Minnesota,2015,14,108,5253
Mississippi,2015,14,609,19862
Missouri,2015,14,131,7141
Montana,2015,14,5,3009
Nebraska,2015,14,34,2644
Nevada,2015,14,112,12391
New Hampshire,2015,14,22,4972
New Jersey,2015,14,117,7423
New Mexico,2015,14,181,12291
New York,2015,14,199,8085
North Carolina,2015,14,130,14519
North Dakota,2015,14,10,1802
Ohio,2015,14,95,11142
Oklahoma,2015,14,75,2771
Oregon,2015,14,16,2892
Pennsylvania,2015,14,224,13262
Rhode Island,2015,14,47,6731
South Carolina,2015,14,22,5353
South Dakota,2015,14,76,7202
Tennessee,2015,14,37,8936
Texas,2015,14,1024,38880
Utah,2015,14,339,16777
Vermont,2015,14,73,2847
Virginia,2015,14,1784,101802
Washington,2015,14,19,4239
West Virginia,2015,14,214,12477
Wisconsin,2015,14,173,7131
Wyoming,2015,14,45,3930
Puerto Rico,2015,14,194,4003
Virgin Islands,2015,14,4,342
New York City,2015,14,1631,97177
Alabama,2015,15,126,7602
Alaska,2015,15,4,1275
Arizona,2015,15,316,25211
Arkansas,2015,15,39,3646
California,2015,15,906,42776
Colorado,2015,15,29,3376
Connecticut,2015,15,64,3861
Delaware,2015,15,4,2092
District of Columbia,2015,15,70,1500
Georgia,2015,15,255,25767
Hawaii,2015,15,156,2597
Idaho,2015,15,61,3016
Illinois,2015,15,1142,56439
Indiana,2015,15,99,8127
Iowa,2015,15,7,1908
Kansas,2015,15,92,6684
Kentucky,2015,15,53,22832
Louisiana,2015,15,786,44217
Maine,2015,15,37,5399
Maryland,2015,15,136,11537
Massachusetts,2015,15,415,28186
Michigan,2015,15,130,17392
Minnesota,2015,15,117,4615
Mississippi,2015,15,487,19441
Missouri,2015,15,106,7240
Montana,2015,15,5,3005
Nebraska,2015,15,27,2805
Nevada,2015,15,104,12985
New Hampshire,2015,15,11,4560
New Jersey,2015,15,121,7524
New Mexico,2015,15,183,11905
New York,2015,15,184,9608
North Carolina,2015,15,134,13588
North Dakota,2015,15,18,1912
Ohio,2015,15,71,11674
Oklahoma,2015,15,46,2745
Oregon,2015,15,17,2887
Pennsylvania,2015,15,219,13773
Rhode Island,2015,15,39,6569
South Carolina,2015,15,32,5672
South Dakota,2015,15,76,7388
Tennessee,2015,15,34,8754
Texas,2015,15,1051,38340
Utah,2015,15,271,17781
Vermont,2015,15,55,2655
Virginia,2015,15,1529,104117
Washington,2015,15,33,4340
West Virginia,2015,15,164,12918
Wisconsin,2015,15,158,7663
Wyoming,2015,15,48,4111
Puerto Rico,2015,15,171,4078
Virgin Islands,2015,15,1,316
New York City,2015,15,1438,101765
Alabama,2015,16,108,7056
Alaska,2015,16,4,919
Arizona,2015,16,250,20524
Arkansas,2015,16,28,3093
California,2015,16,858,40182
Colorado,2015,16,19,3537
Connecticut,2015,16,98,5893
Delaware,2015,16,2,2096
District of Columbia,2015,16,89,1815
Georgia,2015,16,129,18066
Hawaii,2015,16,104,2400
Idaho,2015,16,67,3215
Illinois,2015,16,922,49683
Indiana,2015,16,67,7659
Iowa,2015,16,9,2011
Kansas,2015,16,79,5601
Kentucky,2015,16,55,23478
Louisiana,2015,16,864,44608
Maine,2015,16,58,5304
Maryland,2015,16,132,11801
Massachusetts,2015,16,301,22650
Michigan,2015,16,105,17189
Minnesota,2015,16,80,5108
Mississippi,2015,16,536,19878
Missouri,2015,16,87,6640
Montana,2015,16,6,2991
Nebraska,2015,16,19,2386
Nevada,2015,16,68,12608
New Hampshire,2015,16,14,4001
New Jersey,2015,16,147,7845
New Mexico,2015,16,191,12463
New York,2015,16,150,10193
North Carolina,2015,16,93,14473
North Dakota,2015,16,5,1162
Ohio,2015,16,57,11788
Oklahoma,2015,16,32,2445
Oregon,2015,16,22,2629
Pennsylvania,2015,16,193,14204
Rhode Island,2015,16,47,6393
South Carolina,2015,16,11,5502
South Dakota,2015,16,72,7068
Tennessee,2015,16,22,8164
Texas,2015,16,654,39071
Utah,2015,16,403,18978
Vermont,2015,16,33,2465
Virginia,2015,16,1293,87916
Washington,2015,16,33,4473
West Virginia,2015,16,158,13681
Wisconsin,2015,16,165,7151
Wyoming,2015,16,21,3874
Puerto Rico,2015,16,190,4139
Virgin Islands,2015,16,7,347
New York City,2015,16,1454,98454
Alabama,2015,17,92,6475
Alaska,2015,17,0,670
Arizona,2015,17,320,21575
Arkansas,2015,17,21,2872
California,2015,17,912,42455
Colorado,2015,17,22,3329
Connecticut,2015,17,79,4904
Delaware,2015,17,1,2064
District of Columbia,2015,17,87,1506
Georgia,2015,17,216,24573
Hawaii,2015,17,109,2316
Idaho,2015,17,105,3126
Illinois,2015,17,937,53501
Indiana,2015,17,71,7221
Iowa,2015,17,2,1490
Kansas,2015,17,86,5499
Kentucky,2015,17,42,22529
Louisiana,2015,17,773,43501
Maine,2015,17,46,5598
Maryland,2015,17,141,11449
Massachusetts,2015,17,247,26137
Michigan,2015,17,107,16559
Minnesota,2015,17,73,5010
Mississippi,2015,17,415,16869
Missouri,2015,17,102,7192
Montana,2015,17,8,2973
Nebraska,2015,17,15,2208
Nevada,2015,17,51,12831
New Hampshire,2015,17,12,4572
